swing_phase, Sync, time, data
0, 0, 0.15442252159118652, 0.6579999923706055 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.17335867881774902, 0.6600000262260437 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.1836233139038086, 0.6600000262260437 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.1913611888885498, 0.6579999923706055 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.2070615291595459, 0.6600000262260437 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.2136096954345703, 0.6600000262260437 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.22820544242858887, 0.6579999923706055 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.2334001064300537, 0.6579999923706055 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.25186800956726074, 0.6600000262260437 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.26325416564941406, 0.6579999923706055 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.277573823928833, 0.6579999923706055 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.3007941246032715, 0.6579999923706055 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.3208305835723877, 0.6600000262260437 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.3369886875152588, 0.6579999923706055 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.35459160804748535, 0.6600000262260437 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.37043285369873047, 0.6600000262260437 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.3828425407409668, 0.6600000262260437 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.40450263023376465, 0.6579999923706055 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.4250762462615967, 0.6600000262260437 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.44545674324035645, 0.6600000262260437 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.4624056816101074, 0.6579999923706055 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.48459863662719727, 0.6579999923706055 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.5045773983001709, 0.6579999923706055 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.5123605728149414, 0.6579999923706055 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.5333859920501709, 0.6579999923706055 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.5935099124908447, 0.6579999923706055 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.6225478649139404, 0.6579999923706055 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.631699800491333, 0.6579999923706055 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
0, 0, 0.6465623378753662, 0.6600000262260437 0.6380000114440918 0.6399999856948853 0.6240000128746033 0.6380000114440918 0.6480000019073486
