swing_phase, Sync, time, data
0, 0, 0.04401898384094238, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.05296516418457031, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.06244063377380371, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.07501745223999023, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.08697795867919922, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.0918886661529541, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.10251235961914062, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.12070822715759277, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.1265256404876709, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.13726067543029785, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.1537184715270996, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.2428901195526123, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.25946593284606934, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.2822129726409912, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.2965419292449951, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.31465864181518555, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.3348274230957031, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.341763973236084, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.3622465133666992, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.3849608898162842, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.4014744758605957, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.4209902286529541, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.4391052722930908, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.45566272735595703, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.47049546241760254, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.48961734771728516, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.5094709396362305, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.525820255279541, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.5473568439483643, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.5956668853759766, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.6203248500823975, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.6376965045928955, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.6552844047546387, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.6581711769104004, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.6613626480102539, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.6786091327667236, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.6861279010772705, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.7030224800109863, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.7062551975250244, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.7096631526947021, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.7144951820373535, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.7313179969787598, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.742927074432373, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.7529826164245605, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.7641828060150146, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.8283476829528809, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.9795486927032471, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.087489128112793, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.0955212116241455, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.103945016860962, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.1217682361602783, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.1245062351226807, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.1400682926177979, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.1439695358276367, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.1652135848999023, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.1727488040924072, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.2040612697601318, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.210479736328125, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.23956298828125, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.2506508827209473, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.2600069046020508, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.3433656692504883, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.4012207984924316, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.4549479484558105, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.4926173686981201, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.5417368412017822, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.58817458152771, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.635016679763794, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.6788737773895264, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 1.7299339771270752, 1.0 1.0 1.0 1.0 1.0 1.0
