Time,Displacement,Force,Compressive displacement,voltage_1
0.0,-0.21,0.5731,0.0,-0.0019
0.005,-0.2101,0.5732,-0.0001,-0.0017
0.01,-0.21,0.5733,0.0,-0.0017
0.015,-0.2102,0.5734,-0.0002,-0.0019
0.02,-0.2099,0.5737,0.0001,-0.0018
0.025,-0.2102,0.5735,-0.0002,-0.0017
0.03,-0.2099,0.5735,0.0001,-0.0019
0.035,-0.2102,0.5733,-0.0002,-0.0019
0.04,-0.2099,0.5733,0.0001,-0.0017
0.045,-0.2101,0.5732,-0.0001,-0.0018
0.05,-0.2097,0.5737,0.0003,-0.0019
0.055,-0.2098,0.5741,0.0002,-0.0018
0.06,-0.2095,0.5748,0.0005,-0.0017
0.065,-0.2095,0.5754,0.0005,-0.0019
0.07,-0.2093,0.5765,0.0008,-0.0018
0.075,-0.2087,0.5784,0.0013,-0.0017
0.08,-0.2079,0.582,0.0021,-0.0019
0.085,-0.2067,0.5882,0.0033,-0.0019
0.09,-0.2052,0.5981,0.0048,-0.0017
0.095,-0.2034,0.6123,0.0066,-0.0018
0.1,-0.2015,0.6316,0.0085,-0.0019
0.105,-0.1997,0.6556,0.0103,-0.0017
0.11,-0.1981,0.6839,0.0119,-0.0017
0.115,-0.1965,0.7157,0.0135,-0.0019
0.12,-0.1951,0.75,0.0149,-0.0018
0.125,-0.1938,0.7854,0.0162,-0.0017
0.13,-0.1925,0.8209,0.0175,-0.0019
0.135,-0.1912,0.8558,0.0188,-0.0019
0.14,-0.1899,0.8898,0.0201,-0.0017
0.145,-0.1886,0.9229,0.0214,-0.0018
0.15,-0.1871,0.9551,0.0229,-0.0019
0.155,-0.1856,0.9869,0.0244,-0.0018
0.16,-0.1841,1.0183,0.0259,-0.0017
0.165,-0.1825,1.0495,0.0275,-0.0019
0.17,-0.1809,1.081,0.0291,-0.0018
0.175,-0.1794,1.1128,0.0306,-0.0017
0.18,-0.1779,1.1452,0.0321,-0.0019
0.185,-0.1765,1.1779,0.0335,-0.0019
0.19,-0.1753,1.2106,0.0347,-0.0017
0.195,-0.174,1.2427,0.036,-0.0018
0.2,-0.1729,1.2741,0.0371,-0.0019
0.205,-0.1717,1.3047,0.0383,-0.0018
0.21,-0.1704,1.3345,0.0396,-0.0017
0.215,-0.169,1.364,0.041,-0.0019
0.22,-0.1676,1.3936,0.0424,-0.0018
0.225,-0.1661,1.4237,0.0439,-0.0017
