Time,Displacement,Force,Compressive displacement,voltage_1
0.0,0.0966,0.0115,0.0,-0.0003
0.005,0.0967,0.0115,0.0,-0.0003
0.01,0.0966,0.0116,0.0,-0.0003
0.015,0.0967,0.0116,0.0,-0.0003
0.02,0.0966,0.0118,0.0,-0.0003
0.025,0.0967,0.0119,0.0,-0.0003
0.03,0.0966,0.0118,0.0,-0.0003
0.035,0.0967,0.0117,0.0,-0.0003
0.04,0.0967,0.0117,0.0001,-0.0003
0.045,0.0968,0.0117,0.0001,-0.0003
0.05,0.0969,0.0117,0.0002,-0.0003
0.055,0.0971,0.012,0.0005,-0.0003
0.06,0.0975,0.0124,0.0009,-0.0003
0.065,0.0982,0.0135,0.0015,-0.0003
0.07,0.0991,0.0155,0.0024,-0.0003
0.075,0.1003,0.0188,0.0036,-0.0003
0.08,0.1017,0.0242,0.0051,-0.0003
0.085,0.1034,0.0321,0.0068,-0.0003
0.09,0.1052,0.043,0.0086,-0.0003
0.095,0.1071,0.0572,0.0105,-0.0003
0.1,0.109,0.0751,0.0123,-0.0003
0.105,0.1107,0.0968,0.0141,-0.0003
0.11,0.1124,0.1217,0.0157,-0.0003
0.115,0.1138,0.1496,0.0172,-0.0003
0.12,0.1152,0.1795,0.0185,-0.0003
0.125,0.1164,0.2107,0.0198,-0.0003
0.13,0.1177,0.2421,0.021,-0.0003
0.135,0.1189,0.2734,0.0223,-0.0003
0.14,0.1202,0.3043,0.0236,-0.0003
0.145,0.1216,0.3349,0.025,-0.0003
0.15,0.1231,0.3654,0.0264,-0.0003
0.155,0.1245,0.3958,0.0279,-0.0003
0.16,0.126,0.4265,0.0294,-0.0003
0.165,0.1275,0.4573,0.0308,-0.0003
0.17,0.129,0.4887,0.0324,-0.0003
0.175,0.1305,0.5206,0.0339,-0.0003
0.18,0.1321,0.5532,0.0354,-0.0003
0.185,0.1337,0.5868,0.0371,-0.0003
0.19,0.1354,0.6216,0.0388,-0.0003
0.195,0.1371,0.6574,0.0405,-0.0003
0.2,0.1389,0.6944,0.0423,-0.0003
0.205,0.1406,0.733,0.044,-0.0003
0.21,0.1424,0.7741,0.0458,-0.0003
0.215,0.1441,0.8182,0.0475,-0.0003
0.22,0.1458,0.8656,0.0492,-0.0003
0.225,0.1474,0.9159,0.0508,-0.0003
0.23,0.1489,0.9685,0.0523,-0.0003
0.235,0.1505,1.0226,0.0538,-0.0003
0.24,0.152,1.0779,0.0553,-0.0003
0.245,0.1534,1.1339,0.0568,-0.0003
0.25,0.155,1.1904,0.0583,-0.0003
0.255,0.1565,1.2473,0.0599,-0.0003
0.26,0.158,1.3047,0.0614,-0.0003
