Time,Displacement,Force,Compressive displacement,voltage_1
0.0,0.0138,0.0508,0.0,-0.0019
0.005,0.0138,0.0514,0.0,-0.0019
0.01,0.0138,0.0518,0.0,-0.0017
0.015,0.0138,0.0522,0.0,-0.0019
0.02,0.0138,0.0525,0.0,-0.0019
0.025,0.0138,0.0526,0.0,-0.0017
0.03,0.0138,0.0526,0.0,-0.0018
0.035,0.0138,0.0525,0.0,-0.002
0.04,0.0139,0.0523,0.0,-0.0018
0.045,0.0139,0.0522,0.0001,-0.0017
0.05,0.0141,0.0525,0.0003,-0.0019
0.055,0.0145,0.054,0.0007,-0.0019
0.06,0.0151,0.0576,0.0013,-0.0017
0.065,0.016,0.0647,0.0021,-0.0019
0.07,0.0171,0.0769,0.0032,-0.0019
0.075,0.0184,0.0965,0.0046,-0.0017
0.08,0.0199,0.1253,0.0061,-0.0018
0.085,0.0215,0.165,0.0077,-0.0019
0.09,0.0232,0.2163,0.0093,-0.0018
0.095,0.0248,0.2789,0.0109,-0.0017
0.1,0.0263,0.3517,0.0124,-0.0019
0.105,0.0277,0.433,0.0139,-0.0018
0.11,0.0291,0.5208,0.0152,-0.0017
0.115,0.0305,0.6134,0.0166,-0.0018
0.12,0.0319,0.7092,0.018,-0.0019
0.125,0.0334,0.8075,0.0195,-0.0017
0.13,0.0349,0.9078,0.0211,-0.0018
0.135,0.0366,1.0105,0.0227,-0.0019
0.14,0.0382,1.1159,0.0244,-0.0018
0.145,0.0399,1.2246,0.0261,-0.0017
0.15,0.0417,1.337,0.0279,-0.0019
0.155,0.0435,1.4535,0.0296,-0.0019
0.16,0.0452,1.5739,0.0314,-0.0017
0.165,0.0468,1.6971,0.033,-0.0019
0.17,0.0483,1.8214,0.0345,-0.0019
0.175,0.0497,1.9448,0.0359,-0.0017
0.18,0.0512,2.0657,0.0373,-0.0018
0.185,0.0526,2.1835,0.0387,-0.0019
0.19,0.054,2.2982,0.0402,-0.0018
0.195,0.0555,2.4103,0.0417,-0.0017
0.2,0.0571,2.5205,0.0432,-0.0019
0.205,0.0586,2.6296,0.0448,-0.0019
0.21,0.0602,2.7383,0.0463,-0.0017
0.215,0.0617,2.8472,0.0478,-0.0019
0.22,0.0631,2.9564,0.0493,-0.0019
0.225,0.0644,3.065,0.0506,-0.0017
0.23,0.0656,3.1719,0.0518,-0.0018
0.235,0.0667,3.2758,0.0529,-0.0019
0.24,0.0679,3.3756,0.054,-0.0018
0.245,0.069,3.471,0.0551,-0.0017
0.25,0.0702,3.5622,0.0563,-0.0019
0.255,0.0714,3.6502,0.0575,-0.0019
0.26,0.0727,3.7363,0.0588,-0.0017
0.265,0.074,3.8219,0.0602,-0.0018
0.27,0.0755,3.9084,0.0616,-0.0019
0.275,0.0769,3.9967,0.0631,-0.0017
0.28,0.0783,4.0876,0.0645,-0.0018
0.285,0.0797,4.181,0.0659,-0.0019
0.29,0.0811,4.2767,0.0673,-0.0018
0.295,0.0825,4.374,0.0687,-0.0017
0.3,0.0839,4.4724,0.0701,-0.0019
0.305,0.0854,4.572,0.0715,-0.0019
0.31,0.0869,4.6727,0.0731,-0.0017
0.315,0.0885,4.7752,0.0747,-0.0019
0.32,0.0902,4.8799,0.0764,-0.0019
0.325,0.0919,4.987,0.078,-0.0017
0.33,0.0936,5.0968,0.0797,-0.0018
0.335,0.0952,5.2091,0.0814,-0.002
0.34,0.0969,5.3236,0.083,-0.0018
0.345,0.0984,5.4395,0.0846,-0.0017
0.35,0.0999,5.5552,0.0861,-0.0019
0.355,0.1013,5.6695,0.0875,-0.0019
0.36,0.1028,5.7813,0.0889,-0.0017
0.365,0.1042,5.8905,0.0903,-0.0019
0.37,0.1057,5.997,0.0918,-0.0019
0.375,0.1072,6.1012,0.0933,-0.0017
0.38,0.1088,6.2043,0.095,-0.0018
0.385,0.1105,6.3078,0.0966,-0.0019
0.39,0.1122,6.4128,0.0984,-0.0018
0.395,0.1139,6.52,0.1,-0.0017
0.4,0.1155,6.6293,0.1016,-0.0019
0.405,0.117,6.7398,0.1031,-0.0019
0.41,0.1183,6.8501,0.1045,-0.0017
0.415,0.1197,6.9589,0.1058,-0.0019
0.42,0.1209,7.0649,0.1071,-0.0019
0.425,0.1221,7.1669,0.1083,-0.0017
0.43,0.1234,7.2646,0.1096,-0.0018
0.435,0.1248,7.3583,0.1109,-0.0019
0.44,0.1262,7.4495,0.1124,-0.0018
0.445,0.1277,7.5396,0.1138,-0.0017
0.45,0.1291,7.6297,0.1153,-0.0019
0.455,0.1306,7.7209,0.1168,-0.0019
0.46,0.1321,7.8137,0.1182,-0.0017
0.465,0.1335,7.9084,0.1197,-0.0019
0.47,0.135,8.0052,0.1212,-0.0019
0.475,0.1365,8.1046,0.1227,-0.0017
0.48,0.1381,8.2073,0.1243,-0.0018
0.485,0.1397,8.314,0.1259,-0.0019
0.49,0.1414,8.4261,0.1276,-0.0018
0.495,0.1431,8.5448,0.1293,-0.0017
0.5,0.1449,8.6707,0.131,-0.0019
0.505,0.1466,8.8041,0.1328,-0.0019
0.51,0.1483,8.9446,0.1345,-0.0017
0.515,0.1499,9.0911,0.1361,-0.0019
0.52,0.1514,9.2412,0.1376,-0.0019
0.525,0.1529,9.3928,0.139,-0.0017
0.53,0.1543,9.5436,0.1404,-0.0018
0.535,0.1557,9.6922,0.1418,-0.0019
0.54,0.1572,9.8382,0.1433,-0.0018
0.545,0.1587,9.9823,0.1448,-0.0017
0.55,0.1603,10.1255,0.1464,-0.0019
0.555,0.162,10.2699,0.1481,-0.0019
0.56,0.1637,10.4171,0.1499,-0.0017
0.565,0.1654,10.5686,0.1516,-0.0019
0.57,0.167,10.7245,0.1532,-0.0019
0.575,0.1685,10.8835,0.1547,-0.0017
0.58,0.1699,11.0433,0.156,-0.0018
0.585,0.1711,11.2009,0.1573,-0.0019
0.59,0.1723,11.3537,0.1585,-0.0018
0.595,0.1735,11.5001,0.1596,-0.0017
0.6,0.1747,11.6396,0.1609,-0.0019
0.605,0.176,11.7729,0.1622,-0.0019
0.61,0.1774,11.902,0.1635,-0.0017
0.615,0.1789,12.0295,0.165,-0.0018
0.62,0.1804,12.1583,0.1665,-0.0019
0.625,0.1819,12.2905,0.1681,-0.0017
0.63,0.1834,12.4271,0.1696,-0.0018
0.635,0.1849,12.568,0.171,-0.0019
0.64,0.1864,12.7128,0.1725,-0.0018
0.645,0.1879,12.8611,0.174,-0.0017
0.65,0.1894,13.0122,0.1755,-0.0019
0.655,0.1909,13.1661,0.1771,-0.0019
0.66,0.1926,13.3229,0.1787,-0.0017
0.665,0.1942,13.4829,0.1804,-0.0019
0.67,0.1959,13.6469,0.1821,-0.0019
0.675,0.1976,13.8155,0.1838,-0.0017
0.68,0.1993,13.9883,0.1855,-0.0018
0.685,0.201,14.1648,0.1871,-0.002
0.69,0.2026,14.344,0.1887,-0.0018
0.695,0.2041,14.5238,0.1902,-0.0017
0.7,0.2055,14.7025,0.1917,-0.0019
0.705,0.207,14.8788,0.1932,-0.0019
0.71,0.2085,15.0519,0.1947,-0.0017
0.715,0.21,15.2221,0.1962,-0.0019
0.72,0.2116,15.3905,0.1978,-0.0019
0.725,0.2132,15.5584,0.1994,-0.0017
0.73,0.2149,15.7273,0.2011,-0.0018
0.735,0.2166,15.8985,0.2028,-0.0019
0.74,0.2183,16.0727,0.2044,-0.0018
0.745,0.2198,16.2499,0.206,-0.0017
0.75,0.2213,16.4287,0.2074,-0.0019
0.755,0.2226,16.6064,0.2088,-0.0019
0.76,0.2238,16.78,0.21,-0.0017
0.765,0.225,16.9473,0.2112,-0.0018
0.77,0.2263,17.1072,0.2124,-0.0019
0.775,0.2276,17.2605,0.2138,-0.0017
0.78,0.229,17.4089,0.2152,-0.0018
0.785,0.2305,17.5551,0.2166,-0.0019
0.79,0.232,17.7017,0.2182,-0.0018
0.795,0.2335,17.851,0.2197,-0.0017
0.8,0.235,18.0047,0.2212,-0.0019
0.805,0.2365,18.1629,0.2227,-0.0019
0.81,0.238,18.3253,0.2242,-0.0017
0.815,0.2395,18.4908,0.2257,-0.0019
0.82,0.2411,18.6591,0.2272,-0.0019
0.825,0.2427,18.8302,0.2288,-0.0017
0.83,0.2443,19.0047,0.2305,-0.0018
0.835,0.2461,19.1834,0.2322,-0.002
0.84,0.2478,19.3676,0.234,-0.0018
0.845,0.2496,19.5578,0.2357,-0.0017
0.85,0.2513,19.754,0.2375,-0.0019
0.855,0.253,19.9552,0.2391,-0.0019
0.86,0.2546,20.1595,0.2407,-0.0017
0.865,0.2561,20.3646,0.2422,-0.0019
0.87,0.2575,20.568,0.2437,-0.0019
0.875,0.2589,20.7674,0.2451,-0.0017
0.88,0.2603,20.9616,0.2465,-0.0018
0.885,0.2618,21.1507,0.248,-0.0019
0.89,0.2634,21.3358,0.2495,-0.0018
0.895,0.265,21.5188,0.2511,-0.0017
0.9,0.2666,21.702,0.2528,-0.0019
0.905,0.2683,21.8873,0.2544,-0.0019
0.91,0.2699,22.0757,0.256,-0.0017
0.915,0.2714,22.2672,0.2576,-0.0019
0.92,0.2728,22.4605,0.259,-0.0019
0.925,0.2741,22.653,0.2603,-0.0017
0.93,0.2754,22.842,0.2615,-0.0018
0.935,0.2765,23.0252,0.2627,-0.0019
0.94,0.2777,23.2008,0.2639,-0.0018
0.945,0.2789,23.3685,0.2651,-0.0017
0.95,0.2802,23.5295,0.2663,-0.0019
0.955,0.2815,23.686,0.2677,-0.0019
0.96,0.2829,23.8406,0.2691,-0.0017
0.965,0.2844,23.9961,0.2705,-0.0019
0.97,0.2858,24.1548,0.272,-0.0019
0.975,0.2873,24.3183,0.2734,-0.0017
0.98,0.2887,24.4866,0.2748,-0.0018
0.985,0.2901,24.6589,0.2762,-0.0019
0.99,0.2915,24.8343,0.2776,-0.0018
0.995,0.2929,25.0122,0.2791,-0.0017
1.0,0.2944,25.1931,0.2806,-0.0019
1.005,0.296,25.3778,0.2822,-0.0019
