swing_phase, Sync, time, data
0, 0, 0.03987431526184082, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.04424452781677246, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.04937624931335449, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.05341792106628418, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.059088706970214844, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.06337952613830566, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.06841373443603516, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.07340168952941895, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.07856416702270508, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.08394646644592285, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.08888792991638184, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.0938413143157959, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.09898161888122559, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.10342121124267578, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.10880923271179199, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.1138613224029541, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.11880254745483398, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.12384390830993652, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.12859773635864258, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.1338505744934082, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.13884496688842773, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.1438281536102295, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.14927005767822266, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.1538703441619873, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.15881061553955078, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.16373491287231445, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.16881608963012695, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.17380738258361816, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.17886090278625488, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.1838059425354004, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.1885378360748291, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.19379425048828125, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.19877052307128906, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.2038588523864746, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.208848237991333, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.2139270305633545, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.2189645767211914, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.22387146949768066, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.22893095016479492, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.23385214805603027, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.23886394500732422, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.24384856224060059, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.24854731559753418, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.25391721725463867, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.2588784694671631, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.26360368728637695, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.26857447624206543, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.27357959747314453, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.27857160568237305, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.2843289375305176, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.28899669647216797, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.2959883213043213, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.2990710735321045, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.30396103858947754, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.30939531326293945, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.3137943744659424, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.31902432441711426, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.3239731788635254, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.3284575939178467, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.33350706100463867, 1.0 1.0 1.0 1.0 1.0 1.0
