swing_phase, Sync, time, data
0, 0, 0.0886223316192627, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.09352707862854004, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.09842610359191895, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.1035470962524414, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.10850381851196289, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.11350703239440918, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.11850881576538086, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.12351107597351074, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.1284642219543457, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.13351130485534668, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.13850831985473633, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.14350461959838867, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.14976263046264648, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.15352439880371094, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.15851426124572754, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.16387605667114258, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.1685166358947754, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.17351198196411133, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.17851591110229492, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.18351531028747559, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.18830537796020508, 0.75 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.19364404678344727, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
0, 0, 0.19849634170532227, 0.7519999742507935 0.7200000286102295 0.6539999842643738 0.6399999856948853 0.6579999923706055 0.6840000152587891
