swing_phase, Sync, time, data
0, 0, 0.04787135124206543, 0.8619999885559082 0.6940000057220459 0.8740000128746033 0.6700000166893005 0.949999988079071 0.9779999852180481
0, 0, 0.052896738052368164, 0.8619999885559082 0.6940000057220459 0.8740000128746033 0.6700000166893005 0.949999988079071 0.9779999852180481
0, 0, 0.05779433250427246, 0.8619999885559082 0.6940000057220459 0.8740000128746033 0.671999990940094 0.949999988079071 0.9779999852180481
0, 0, 0.0627894401550293, 0.8619999885559082 0.6940000057220459 0.8740000128746033 0.671999990940094 0.949999988079071 0.9779999852180481
0, 0, 0.06787443161010742, 0.8619999885559082 0.6959999799728394 0.8740000128746033 0.671999990940094 0.9520000219345093 0.9800000190734863
0, 0, 0.07289648056030273, 0.8619999885559082 0.6940000057220459 0.8740000128746033 0.671999990940094 0.9520000219345093 0.9800000190734863
0, 0, 0.07788515090942383, 0.8619999885559082 0.6959999799728394 0.8740000128746033 0.6740000247955322 0.9520000219345093 0.9800000190734863
0, 0, 0.08286809921264648, 0.8619999885559082 0.6959999799728394 0.8740000128746033 0.6740000247955322 0.9520000219345093 0.9800000190734863
0, 0, 0.08786177635192871, 0.8619999885559082 0.6980000138282776 0.871999979019165 0.6740000247955322 0.9520000219345093 0.9800000190734863
0, 0, 0.09286880493164062, 0.8619999885559082 0.6980000138282776 0.871999979019165 0.671999990940094 0.9520000219345093 0.9800000190734863
0, 0, 0.09785962104797363, 0.8619999885559082 0.6959999799728394 0.871999979019165 0.671999990940094 0.9520000219345093 0.9819999933242798
0, 0, 0.10347628593444824, 0.8600000143051147 0.6959999799728394 0.8700000047683716 0.671999990940094 0.9539999961853027 0.9819999933242798
0, 0, 0.10830020904541016, 0.8600000143051147 0.6959999799728394 0.8700000047683716 0.6740000247955322 0.9539999961853027 0.9819999933242798
0, 0, 0.11321902275085449, 0.8600000143051147 0.6959999799728394 0.8679999709129333 0.671999990940094 0.9539999961853027 0.9819999933242798
0, 0, 0.11821317672729492, 0.8579999804496765 0.6959999799728394 0.8679999709129333 0.6740000247955322 0.9539999961853027 0.984000027179718
0, 0, 0.1233816146850586, 0.8579999804496765 0.6959999799728394 0.8659999966621399 0.6740000247955322 0.9539999961853027 0.984000027179718
0, 0, 0.12872052192687988, 0.8579999804496765 0.6959999799728394 0.8640000224113464 0.671999990940094 0.9539999961853027 0.984000027179718
0, 0, 0.13280010223388672, 0.8579999804496765 0.6959999799728394 0.8640000224113464 0.671999990940094 0.9539999961853027 0.984000027179718
0, 0, 0.1388247013092041, 0.8560000061988831 0.6959999799728394 0.8619999885559082 0.671999990940094 0.9539999961853027 0.9860000014305115
0, 0, 0.14282679557800293, 0.8560000061988831 0.6959999799728394 0.8619999885559082 0.671999990940094 0.9539999961853027 0.9860000014305115
0, 0, 0.14826703071594238, 0.8560000061988831 0.6959999799728394 0.8600000143051147 0.6700000166893005 0.9520000219345093 0.9879999756813049
0, 0, 0.15301752090454102, 0.8539999723434448 0.6959999799728394 0.8560000061988831 0.6700000166893005 0.9520000219345093 0.9900000095367432
0, 0, 0.1578054428100586, 0.8539999723434448 0.6980000138282776 0.8560000061988831 0.6700000166893005 0.949999988079071 0.9900000095367432
0, 0, 0.16287899017333984, 0.8519999980926514 0.6959999799728394 0.8539999723434448 0.6700000166893005 0.9480000138282776 0.9919999837875366
0, 0, 0.1680622100830078, 0.8500000238418579 0.6959999799728394 0.8519999980926514 0.6700000166893005 0.9480000138282776 0.9919999837875366
