Time,Displacement,Force,Compressive displacement,voltage_1
(s),(mm),(N),(mm),(V)
"0.0000","0.0452","0.0221","0.0000","-0.0018"
"0.0050","0.0452","0.0218","0.0000","-0.0017"
"0.0100","0.0452","0.0215","0.0000","-0.0019"
"0.0150","0.0452","0.0212","0.0000","-0.0019"
"0.0200","0.0452","0.0209","0.0000","-0.0017"
"0.0250","0.0452","0.0206","0.0000","-0.0019"
"0.0300","0.0452","0.0206","0.0000","-0.0019"
"0.0350","0.0452","0.0207","0.0000","-0.0017"
"0.0400","0.0452","0.0208","0.0000","-0.0018"
"0.0450","0.0452","0.0209","0.0000","-0.0019"
"0.0500","0.0453","0.0212","0.0001","-0.0018"
"0.0550","0.0454","0.0217","0.0002","-0.0017"
"0.0600","0.0458","0.0229","0.0006","-0.0019"
"0.0650","0.0463","0.0252","0.0011","-0.0018"
"0.0700","0.0471","0.0296","0.0019","-0.0017"
"0.0750","0.0481","0.0373","0.0029","-0.0019"
"0.0800","0.0493","0.0500","0.0041","-0.0019"
"0.0850","0.0507","0.0697","0.0055","-0.0017"
"0.0900","0.0522","0.0982","0.0070","-0.0018"
"0.0950","0.0539","0.1371","0.0087","-0.0020"
"0.1000","0.0555","0.1874","0.0103","-0.0018"
"0.1050","0.0572","0.2499","0.0120","-0.0017"
"0.1100","0.0588","0.3240","0.0136","-0.0019"
"0.1150","0.0605","0.4092","0.0153","-0.0019"
"0.1200","0.0622","0.5045","0.0170","-0.0017"
"0.1250","0.0638","0.6089","0.0186","-0.0019"
"0.1300","0.0655","0.7215","0.0203","-0.0019"
"0.1350","0.0670","0.8407","0.0218","-0.0017"
"0.1400","0.0683","0.9641","0.0231","-0.0018"
"0.1450","0.0696","1.0891","0.0244","-0.0020"
"0.1500","0.0708","1.2133","0.0256","-0.0018"
"0.1550","0.0720","1.3349","0.0268","-0.0017"
"0.1600","0.0732","1.4532","0.0280","-0.0019"
"0.1650","0.0745","1.5683","0.0293","-0.0019"
"0.1700","0.0759","1.6809","0.0307","-0.0017"
"0.1750","0.0773","1.7926","0.0321","-0.0019"
"0.1800","0.0788","1.9052","0.0336","-0.0019"
"0.1850","0.0803","2.0205","0.0351","-0.0017"
"0.1900","0.0817","2.1393","0.0365","-0.0018"
"0.1950","0.0832","2.2619","0.0380","-0.0019"
"0.2000","0.0847","2.3880","0.0394","-0.0018"
"0.2050","0.0861","2.5172","0.0409","-0.0017"
"0.2100","0.0877","2.6494","0.0425","-0.0019"
"0.2150","0.0892","2.7849","0.0440","-0.0018"
"0.2200","0.0909","2.9240","0.0457","-0.0017"
"0.2250","0.0926","3.0673","0.0474","-0.0019"
"0.2300","0.0943","3.2155","0.0491","-0.0019"
"0.2350","0.0961","3.3693","0.0509","-0.0017"
"0.2400","0.0978","3.5283","0.0526","-0.0018"
"0.2450","0.0994","3.6914","0.0542","-0.0019"
"0.2500","0.1010","3.8569","0.0558","-0.0018"
"0.2550","0.1025","4.0233","0.0573","-0.0017"
"0.2600","0.1039","4.1886","0.0587","-0.0019"
"0.2650","0.1053","4.3512","0.0601","-0.0018"
"0.2700","0.1067","4.5101","0.0615","-0.0017"
"0.2750","0.1082","4.6648","0.0630","-0.0019"
"0.2800","0.1096","4.8163","0.0644","-0.0019"
"0.2850","0.1112","4.9656","0.0660","-0.0017"
"0.2900","0.1128","5.1145","0.0676","-0.0018"
"0.2950","0.1144","5.2645","0.0692","-0.0019"
"0.3000","0.1161","5.4170","0.0709","-0.0018"
"0.3050","0.1177","5.5726","0.0725","-0.0017"
"0.3100","0.1193","5.7308","0.0740","-0.0019"
"0.3150","0.1206","5.8899","0.0754","-0.0019"
"0.3200","0.1219","6.0474","0.0767","-0.0017"
"0.3250","0.1231","6.2008","0.0779","-0.0019"
"0.3300","0.1243","6.3483","0.0791","-0.0019"
"0.3350","0.1254","6.4892","0.0802","-0.0017"
"0.3400","0.1266","6.6236","0.0814","-0.0018"
"0.3450","0.1279","6.7529","0.0827","-0.0019"
"0.3500","0.1293","6.8792","0.0841","-0.0018"
"0.3550","0.1307","7.0049","0.0855","-0.0017"
"0.3600","0.1322","7.1324","0.0870","-0.0019"
"0.3650","0.1336","7.2633","0.0884","-0.0018"
"0.3700","0.1350","7.3979","0.0898","-0.0017"
"0.3750","0.1364","7.5358","0.0912","-0.0019"
"0.3800","0.1378","7.6765","0.0926","-0.0019"
"0.3850","0.1392","7.8196","0.0940","-0.0017"
"0.3900","0.1407","7.9653","0.0955","-0.0018"
"0.3950","0.1422","8.1136","0.0970","-0.0020"
"0.4000","0.1438","8.2652","0.0986","-0.0018"
"0.4050","0.1454","8.4207","0.1002","-0.0017"
"0.4100","0.1470","8.5808","0.1018","-0.0019"
"0.4150","0.1486","8.7457","0.1034","-0.0018"
"0.4200","0.1502","8.9149","0.1050","-0.0017"
"0.4250","0.1517","9.0880","0.1065","-0.0019"
"0.4300","0.1532","9.2637","0.1080","-0.0019"
"0.4350","0.1547","9.4407","0.1095","-0.0017"
"0.4400","0.1560","9.6171","0.1108","-0.0018"
"0.4450","0.1574","9.7912","0.1122","-0.0019"
"0.4500","0.1588","9.9621","0.1136","-0.0018"
"0.4550","0.1602","10.1298","0.1150","-0.0017"
"0.4600","0.1617","10.2956","0.1165","-0.0019"
"0.4650","0.1633","10.4618","0.1181","-0.0019"
"0.4700","0.1650","10.6310","0.1198","-0.0017"
"0.4750","0.1668","10.8056","0.1216","-0.0019"
"0.4800","0.1686","10.9879","0.1234","-0.0019"
"0.4850","0.1704","11.1787","0.1252","-0.0017"
"0.4900","0.1720","11.3769","0.1268","-0.0018"
"0.4950","0.1735","11.5796","0.1283","-0.0019"
"0.5000","0.1748","11.7828","0.1296","-0.0018"
"0.5050","0.1761","11.9826","0.1309","-0.0017"
"0.5100","0.1774","12.1760","0.1322","-0.0019"
"0.5150","0.1787","12.3620","0.1335","-0.0018"
"0.5200","0.1801","12.5411","0.1349","-0.0017"
"0.5250","0.1816","12.7149","0.1364","-0.0019"
"0.5300","0.1831","12.8859","0.1379","-0.0019"
"0.5350","0.1846","13.0566","0.1394","-0.0017"
"0.5400","0.1860","13.2283","0.1408","-0.0018"
