swing_phase, Sync, time, data
0, 0, 0.029952049255371094, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.03415250778198242, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.03894376754760742, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.04390430450439453, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.05096602439880371, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.05440402030944824, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.05987071990966797, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.06757736206054688, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.06933927536010742, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.073974609375, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.07961106300354004, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.08398175239562988, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.08918404579162598, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.09452557563781738, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.0994119644165039, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.10850906372070312, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.10982489585876465, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.11433267593383789, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.11899042129516602, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.12552499771118164, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.1290574073791504, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.13399744033813477, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.14154958724975586, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.14406538009643555, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.15060997009277344, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.15530896186828613, 1.0 1.0 1.0 1.0 1.0 1.0
0, 0, 0.15932202339172363, 1.0 1.0 1.0 1.0 1.0 1.0
