Maximum Torque=1, start time=0.25, endTime=0.65, upTimeRatio=0.75, dirPlantar=-1
1670393580.515017767, 0, CyclicSynchronousPositionMode, 0, 0, 0.01028, 0.000490932, -0.00153398, 0, 0
1670393580.517584268, 0, CyclicSynchronousPositionMode, 0, 0, 0.01028, 0.000490932, -0.00153398, 0, 0
1670393580.517690511, 1, CyclicSynchronousPositionMode, 0, 0, 0.0257, 0.00122733, -0.00153398, -2.45044e-05, 0
1670393580.519978734, 0, CyclicSynchronousPositionMode, 0, 0, 0.02056, 0.000981863, -0.00153398, 0, 0
1670393580.520038585, 1, CyclicSynchronousPositionMode, 0, 0, -0.02056, -0.000981863, -0.00153398, -2.45044e-05, 0
1670393580.522509531, 0, CyclicSynchronousPositionMode, 0, 0, 0.01028, 0.000490932, -0.00153398, 0, 0
1670393580.522651693, 1, CyclicSynchronousPositionMode, 0, 0, -0.01028, -0.000490932, -0.00153398, -2.45044e-05, 0
1670393580.524972883, 0, CyclicSynchronousPositionMode, 0, 0, -4.05032, -0.193427, -0.0168738, -5.21372, 0
1670393580.525031841, 1, CyclicSynchronousPositionMode, 0, 0, -0.03084, -0.0014728, -0.00153398, -2.45044e-05, 0
1670393580.527458753, 0, CyclicSynchronousPositionMode, 0, 0, 0.1028, 0.00490932, -0.081301, -6.83723, 0
1670393580.527509221, 1, CyclicSynchronousPositionMode, 0, 0, 0.09252, 0.00441839, -0.00153398, -2.45044e-05, 0
1670393580.529958643, 0, CyclicSynchronousPositionMode, 0, 0, 0.3855, 0.0184099, -0.161068, -6.25495, 0
1670393580.530011496, 1, CyclicSynchronousPositionMode, 0, 0, 0.01542, 0.000736398, -0.00153398, -2.45044e-05, 0
1670393580.532501633, 0, CyclicSynchronousPositionMode, 0, 0, 0.2056, 0.00981863, -0.228563, -5.55388, 0
1670393580.532577977, 1, CyclicSynchronousPositionMode, 0, 0, 0.09252, 0.00441839, -0.00153398, -2.45044e-05, 0
