Maximum Torque=1, start time=0.25, endTime=0.65, upTimeRatio=0.75, dirPlantar=-1
1670393098.330420149, 0, CyclicSynchronousPositionMode, 0, 0, -0.04626, -0.00220919, -0.00153398, 0, 0
1670393098.330643841, 1, CyclicSynchronousPositionMode, 0, 0, 0, 0, -0.00153398, 0, 0
1670393098.332967157, 0, CyclicSynchronousPositionMode, 0, 0, 0.05654, 0.00270012, -0.00153398, 0, 0
1670393098.333039072, 1, CyclicSynchronousPositionMode, 0, 0, 0, 0, -0.00153398, 0, 0
1670393098.335406966, 0, CyclicSynchronousPositionMode, 0, 0, 0.04626, 0.00220919, -0.00153398, 0, 0
1670393098.335459732, 1, CyclicSynchronousPositionMode, 0, 0, -0.02056, -0.000981863, -0.00153398, 0, 0
1670393098.337888231, 0, CyclicSynchronousPositionMode, 0, 0, 0.0257, 0.00122733, -0.00153398, 0, 0
1670393098.337938918, 1, CyclicSynchronousPositionMode, 0, 0, -0.04626, -0.00220919, -0.00153398, 0, 0
1670393098.340411611, 0, CyclicSynchronousPositionMode, 0, 0, -0.0771, -0.00368199, -0.00153398, 0, 0
1670393098.340471713, 1, CyclicSynchronousPositionMode, 0, 0, 0.01542, 0.000736398, -0.00153398, 0, 0
1670393098.342896928, 0, CyclicSynchronousPositionMode, 0, 0, 0.01028, 0.000490932, -0.00153398, 0, 0
1670393098.342952719, 1, CyclicSynchronousPositionMode, 0, 0, 0, 0, -0.00153398, 0, 0
1670393098.345412578, 0, CyclicSynchronousPositionMode, 0, 0, -0.0771, -0.00368199, -0.00153398, 0, 0
1670393098.345472610, 1, CyclicSynchronousPositionMode, 0, 0, -0.04626, -0.00220919, -0.00153398, 0, 0
1670393098.347925325, 0, CyclicSynchronousPositionMode, 0, 0, 0.09252, 0.00441839, -0.00153398, 0, 0
1670393098.347989791, 1, CyclicSynchronousPositionMode, 0, 0, 0.03598, 0.00171826, -0.00153398, 0, 0
1670393098.350493116, 0, CyclicSynchronousPositionMode, 0, 0, -0.01028, -0.000490932, -0.00153398, 0, 0
1670393098.350556836, 1, CyclicSynchronousPositionMode, 0, 0, -0.01028, -0.000490932, -0.00153398, 0, 0
