Max Plantar Torque=1, Max Dorsi Torque=0.2, start time=0.25, endTime=0.65, upTimeRatio=0.75, dirPlantar=-1, dorsiNeutralPosition=82.1079
1670490150.974725418, 0, CyclicSynchronousPositionMode, 0, 0, -0.01028, -0.000490932, 0.00460194, 0, 0
1670490150.974996503, 1, CyclicSynchronousPositionMode, 0, 0, 2.82186, 0.134761, 82.1247, 2.55153, 0
1670490150.977223315, 0, CyclicSynchronousPositionMode, 0, 0, -0.01028, -0.000490932, 0.00460194, 0, 0
1670490150.977327624, 1, CyclicSynchronousPositionMode, 0, 0, 2.1331, 0.101868, 82.1615, 3.17638, 0
1670490150.979738147, 0, CyclicSynchronousPositionMode, 0, 0, 0.1028, 0.00490932, 0.00460194, 0, 0
1670490150.979793928, 1, CyclicSynchronousPositionMode, 0, 0, 1.11024, 0.0530206, 82.2076, 3.35443, 0
1670490150.982228530, 0, CyclicSynchronousPositionMode, 0, 0, 0.04626, 0.00220919, 0.00460194, 0, 0
1670490150.982281977, 1, CyclicSynchronousPositionMode, 0, 0, 0.81726, 0.0390291, 82.2459, 3.17463, 0
1670490150.984754160, 0, CyclicSynchronousPositionMode, 0, 0, -0.1028, -0.00490932, 0.00460194, 0, 0
1670490150.984862018, 1, CyclicSynchronousPositionMode, 0, 0, -1.27472, -0.0608755, 82.2613, 1.40565, 0
1670490150.987250112, 0, CyclicSynchronousPositionMode, 0, 0, 0.03598, 0.00171826, 0.00460194, 0, 0
1670490150.987324979, 1, CyclicSynchronousPositionMode, 0, 0, 0.09766, 0.00466385, 82.2536, -1.69566, 0
1670490150.989760171, 0, CyclicSynchronousPositionMode, 0, 0, 0.03598, 0.00171826, 0.00460194, 0, 0
1670490150.989847747, 1, CyclicSynchronousPositionMode, 0, 0, 1.22846, 0.0586663, 82.2229, -2.82189, 0
1670490150.992233498, 0, CyclicSynchronousPositionMode, 0, 0, -0.03084, -0.0014728, 0.00460194, 0, 0
1670490150.992290563, 1, CyclicSynchronousPositionMode, 0, 0, 1.58826, 0.0758489, 82.1999, -2.10731, 0
1670490150.994722700, 0, CyclicSynchronousPositionMode, 0, 0, 0.01542, 0.000736398, 0.00460194, 0, 0
1670490150.994771485, 1, CyclicSynchronousPositionMode, 0, 0, 1.61396, 0.0770763, 82.18, -1.23708, 0
1670490150.997235697, 0, CyclicSynchronousPositionMode, 0, 0, 0, 0, 0.00460194, 0, 0
