0, 1,0.00079261, 0.648000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.00155059, 0.646000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.00207722, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.00260444, 0.642000 0.544000 0.634000 0.508000 0.530000 0.534000
0, 1,0.00312457, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.00366352, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.00418982, 0.642000 0.544000 0.634000 0.508000 0.530000 0.534000
0, 1,0.00472646, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.00524617, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.00578720, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.00630328, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.00684489, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.00736746, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.00847867, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.01861824, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.01913993, 0.642000 0.544000 0.634000 0.508000 0.530000 0.534000
0, 1,0.01972320, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.02030333, 0.642000 0.544000 0.634000 0.508000 0.530000 0.534000
0, 1,0.02154474, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.02203109, 0.642000 0.544000 0.634000 0.508000 0.530000 0.534000
0, 1,0.02246124, 0.642000 0.544000 0.634000 0.508000 0.530000 0.534000
0, 1,0.02289267, 0.642000 0.544000 0.634000 0.508000 0.530000 0.534000
0, 1,0.02332135, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.02374822, 0.642000 0.544000 0.634000 0.508000 0.530000 0.534000
0, 1,0.02417626, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.02460589, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.02503335, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.02546148, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.02588885, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
0, 1,0.02631805, 0.642000 0.544000 0.634000 0.508000 0.530000 0.536000
