Time,Displacement,Force,Compressive displacement,voltage_1
0.0,0.0264,0.0304,0.0,-0.0001
0.005,0.0264,0.0305,0.0,-0.0001
0.01,0.0264,0.0306,0.0,-0.0001
0.015,0.0264,0.0308,0.0,-0.0001
0.02,0.0264,0.0307,0.0,-0.0001
0.025,0.0264,0.0306,0.0,-0.0001
0.03,0.0264,0.0306,0.0,-0.0001
0.035,0.0264,0.0305,0.0,-0.0001
0.04,0.0264,0.0305,0.0,-0.0001
0.045,0.0265,0.0306,0.0001,-0.0001
0.05,0.0266,0.0308,0.0002,-0.0001
0.055,0.027,0.0314,0.0005,-0.0001
0.06,0.0276,0.0331,0.0011,-0.0001
0.065,0.0284,0.0362,0.002,-0.0001
0.07,0.0295,0.0416,0.003,-0.0001
0.075,0.0308,0.0503,0.0044,-0.0001
0.08,0.0324,0.0629,0.006,-0.0001
0.085,0.0341,0.0799,0.0076,-0.0001
0.09,0.0357,0.1016,0.0093,-0.0001
0.095,0.0373,0.1279,0.0109,-0.0001
0.1,0.0389,0.1584,0.0125,-0.0001
0.105,0.0405,0.1926,0.0141,-0.0001
0.11,0.0421,0.2303,0.0157,-0.0001
0.115,0.0438,0.2708,0.0174,-0.0001
0.12,0.0454,0.3139,0.019,-0.0001
0.125,0.047,0.359,0.0206,-0.0001
0.13,0.0487,0.4059,0.0222,-0.0001
0.135,0.0502,0.454,0.0238,-0.0001
0.14,0.0516,0.5026,0.0252,-0.0001
0.145,0.053,0.5513,0.0266,-0.0001
0.15,0.0544,0.5999,0.028,-0.0001
0.155,0.0558,0.6487,0.0294,-0.0001
0.16,0.0572,0.6982,0.0307,-0.0001
0.165,0.0586,0.749,0.0322,-0.0001
0.17,0.0601,0.8014,0.0337,-0.0001
0.175,0.0617,0.8562,0.0353,-0.0001
0.18,0.0633,0.9137,0.0369,-0.0001
0.185,0.0649,0.9743,0.0385,-0.0001
0.19,0.0665,1.038,0.0401,-0.0001
0.195,0.068,1.1042,0.0415,-0.0001
0.2,0.0693,1.1718,0.0429,-0.0001
0.205,0.0706,1.2399,0.0441,-0.0001
0.21,0.0717,1.3072,0.0453,-0.0001
0.215,0.0728,1.3725,0.0464,-0.0001
0.22,0.0738,1.4352,0.0474,-0.0001
0.225,0.0749,1.495,0.0485,-0.0001
0.23,0.0761,1.5524,0.0497,-0.0001
0.235,0.0774,1.6085,0.051,-0.0001
0.24,0.0788,1.6644,0.0524,-0.0001
0.245,0.0802,1.7213,0.0538,-0.0001
0.25,0.0817,1.7796,0.0553,-0.0001
0.255,0.0831,1.8398,0.0567,-0.0001
0.26,0.0845,1.9022,0.0581,-0.0001
0.265,0.0859,1.9665,0.0594,-0.0001
0.27,0.0873,2.0326,0.0609,-0.0001
0.275,0.0888,2.1004,0.0623,-0.0001
0.28,0.0903,2.17,0.0639,-0.0001
0.285,0.0919,2.2414,0.0655,-0.0001
0.29,0.0935,2.3149,0.0671,-0.0001
0.295,0.0952,2.3908,0.0688,-0.0001
0.3,0.097,2.4694,0.0705,-0.0001
0.305,0.0987,2.5508,0.0722,-0.0001
0.31,0.1003,2.635,0.0739,-0.0001
0.315,0.1019,2.7214,0.0755,-0.0001
0.32,0.1034,2.8087,0.077,-0.0001
0.325,0.1049,2.8959,0.0785,-0.0001
0.33,0.1064,2.9823,0.08,-0.0001
0.335,0.1078,3.0672,0.0814,-0.0001
0.34,0.1093,3.1507,0.0829,-0.0001
0.345,0.1109,3.2329,0.0845,-0.0001
0.35,0.1125,3.3145,0.0861,-0.0001
0.355,0.1142,3.3962,0.0878,-0.0001
0.36,0.1159,3.4787,0.0895,-0.0001
0.365,0.1176,3.5624,0.0912,-0.0001
0.37,0.1192,3.6471,0.0928,-0.0001
0.375,0.1207,3.7326,0.0943,-0.0001
0.38,0.122,3.8178,0.0956,-0.0001
0.385,0.1232,3.9014,0.0968,-0.0001
0.39,0.1244,3.9822,0.098,-0.0001
0.395,0.1257,4.0596,0.0992,-0.0001
0.4,0.1269,4.1337,0.1005,-0.0001
0.405,0.1282,4.205,0.1018,-0.0001
0.41,0.1296,4.2745,0.1032,-0.0001
0.415,0.1312,4.3436,0.1047,-0.0001
0.42,0.1327,4.4137,0.1063,-0.0001
0.425,0.1343,4.4854,0.1078,-0.0001
0.43,0.1358,4.5593,0.1094,-0.0001
0.435,0.1373,4.6352,0.1109,-0.0001
0.44,0.1389,4.7132,0.1124,-0.0001
0.445,0.1404,4.793,0.114,-0.0001
0.45,0.142,4.8747,0.1155,-0.0001
0.455,0.1436,4.9581,0.1172,-0.0001
0.46,0.1453,5.0434,0.1189,-0.0001
0.465,0.1471,5.1309,0.1206,-0.0001
0.47,0.1488,5.2207,0.1224,-0.0001
0.475,0.1506,5.3128,0.1242,-0.0001
0.48,0.1523,5.4068,0.1259,-0.0001
0.485,0.1539,5.5021,0.1275,-0.0001
0.49,0.1555,5.5978,0.1291,-0.0001
0.495,0.1569,5.6927,0.1305,-0.0001
0.5,0.1583,5.7855,0.1319,-0.0001
0.505,0.1597,5.8753,0.1333,-0.0001
0.51,0.1612,5.9621,0.1347,-0.0001
0.515,0.1626,6.0463,0.1362,-0.0001
0.52,0.1642,6.1287,0.1378,-0.0001
0.525,0.1658,6.2106,0.1394,-0.0001
0.53,0.1675,6.2928,0.1411,-0.0001
0.535,0.1691,6.3762,0.1427,-0.0001
0.54,0.1706,6.4606,0.1442,-0.0001
0.545,0.1721,6.5456,0.1456,-0.0001
0.55,0.1734,6.6302,0.147,-0.0001
0.555,0.1746,6.7133,0.1482,-0.0001
0.56,0.1758,6.7941,0.1494,-0.0001
0.565,0.177,6.8719,0.1506,-0.0001
0.57,0.1782,6.9467,0.1518,-0.0001
0.575,0.1795,7.0188,0.1531,-0.0001
